timestamp,open,high,low,close,volume
2022-02-12 04:00:00,42288.45,42428.3,42200.0,42272.01,1320.14829
2022-02-12 06:00:00,42272.01,42315.88,41688.88,42103.94,3047.55016
2022-02-12 08:00:00,42103.94,42459.06,42101.11,42393.81,1933.98603
2022-02-12 10:00:00,42393.8,42430.54,41888.82,42406.48,1878.66069
2022-02-12 12:00:00,42406.48,42445.85,42078.79,42099.17,1520.3376
2022-02-12 14:00:00,42099.17,42218.92,41800.13,42123.93,3102.35328
2022-02-12 16:00:00,42123.92,42806.65,41995.2,42723.95,3799.17899
2022-02-12 18:00:00,42723.94,43079.49,42608.56,42662.47,2278.89311
2022-02-12 20:00:00,42662.47,42752.99,41700.0,41877.82,2948.55032
2022-02-12 22:00:00,41877.82,42250.87,41830.01,42217.87,1438.90369
2022-02-13 00:00:00,42217.87,42508.47,42057.26,42233.77,1488.22482
2022-02-13 02:00:00,42233.77,42298.29,42102.22,42230.0,842.16661
2022-02-13 04:00:00,42229.99,42333.24,42119.35,42268.49,633.37279
2022-02-13 06:00:00,42268.5,42490.01,42215.0,42412.4,1144.47125
2022-02-13 08:00:00,42412.39,42500.0,42269.64,42310.59,1008.68605
2022-02-13 10:00:00,42310.59,42654.64,42243.48,42470.73,1625.84446
2022-02-13 12:00:00,42470.72,42631.89,42400.6,42506.34,996.74063
2022-02-13 14:00:00,42506.34,42760.0,42138.17,42559.97,2622.08703
2022-02-13 16:00:00,42559.97,42580.0,42082.16,42267.4,2278.76605
2022-02-13 18:00:00,42267.39,42398.75,41870.0,42031.16,2191.301
2022-02-13 20:00:00,42031.17,42497.85,41929.42,42200.2,1518.27544
2022-02-13 22:00:00,42200.21,42423.53,42018.0,42053.66,1382.145
2022-02-14 00:00:00,42053.65,42180.04,41550.56,41670.43,3096.28862
2022-02-14 02:00:00,41670.16,41971.76,41600.0,41916.43,2071.79332
2022-02-14 04:00:00,41916.42,42018.51,41767.27,41778.62,1408.26113
2022-02-14 06:00:00,41778.62,42368.21,41734.7,42314.42,2314.04298
2022-02-14 08:00:00,42314.42,42415.0,41956.76,42077.44,3141.34976
2022-02-14 10:00:00,42077.44,42279.0,41922.48,42117.87,1778.14978
2022-02-14 12:00:00,42112.71,42687.37,41961.13,42491.0,4395.29602
2022-02-14 14:00:00,42490.99,42842.4,42350.0,42584.97,4070.44575
2022-02-14 16:00:00,42584.97,42818.35,42515.16,42570.0,2914.04013
2022-02-14 18:00:00,42570.01,42653.1,41803.17,42119.31,4813.30205
2022-02-14 20:00:00,42119.31,42308.72,41933.95,42234.5,2053.91932
2022-02-14 22:00:00,42234.51,42800.0,42220.4,42535.94,1953.24174
2022-02-15 00:00:00,42535.94,43700.0,42427.03,43465.96,4299.95004
2022-02-15 02:00:00,43465.97,43685.7,43389.75,43567.76,3069.42667
2022-02-15 04:00:00,43567.75,43781.97,43397.1,43573.44,2281.59341
2022-02-15 06:00:00,43573.45,43777.0,43521.75,43691.57,2047.98176
2022-02-15 08:00:00,43691.57,44198.99,43608.67,44056.02,5750.22142
2022-02-15 10:00:00,44056.01,44425.85,43966.81,44233.6,3628.1015
2022-02-15 12:00:00,44233.6,44349.67,44024.03,44240.69,2958.66447
2022-02-15 14:00:00,44240.69,44500.0,44109.02,44198.96,4135.91663
2022-02-15 16:00:00,44198.97,44259.37,43846.07,43925.0,3206.54141
2022-02-15 18:00:00,43924.99,44199.79,43870.13,43993.95,1708.64917
2022-02-15 20:00:00,43993.94,44169.63,43941.28,43969.02,1724.63268
2022-02-15 22:00:00,43969.03,44751.4,43966.5,44544.86,3283.5166
2022-02-16 00:00:00,44544.85,44549.97,43945.32,43988.69,2527.94348
2022-02-16 02:00:00,43988.68,44150.1,43877.18,43971.26,2264.61245
2022-02-16 04:00:00,43971.27,44132.96,43673.92,44056.97,2483.78999
2022-02-16 06:00:00,44056.97,44191.77,43925.23,44184.2,1327.70505
2022-02-16 08:00:00,44184.19,44327.55,43992.99,44005.23,1935.05851
2022-02-16 10:00:00,44005.23,44260.0,43876.0,44173.15,1783.79331
2022-02-16 12:00:00,44173.15,44214.11,43521.0,43637.97,3159.60427
2022-02-16 14:00:00,43637.96,43735.99,43307.0,43598.63,3940.56683
2022-02-16 16:00:00,43598.62,43740.6,43350.0,43573.76,2030.43243
2022-02-16 18:00:00,43573.76,44344.64,43506.64,44220.0,4101.35435
2022-02-16 20:00:00,44219.99,44376.58,43877.68,44068.34,1740.3609
2022-02-16 22:00:00,44068.34,44168.64,43823.09,43873.56,1176.65113
2022-02-17 00:00:00,43873.56,44164.71,43822.28,44006.09,1639.45668
2022-02-17 02:00:00,44006.09,44095.73,43575.04,43583.05,1905.85746
2022-02-17 04:00:00,43580.0,43710.42,43350.0,43617.4,2633.34874
2022-02-17 06:00:00,43617.41,43950.0,43573.5,43919.46,1425.03881
2022-02-17 08:00:00,43919.46,44022.36,42900.0,43216.34,4444.21596
2022-02-17 10:00:00,43216.33,43342.0,42925.06,43164.05,2644.88333
2022-02-17 12:00:00,43164.05,43340.65,42142.27,42239.99,5675.64674
2022-02-17 14:00:00,42239.99,42392.0,41700.0,41925.44,7141.71496
2022-02-17 16:00:00,41925.44,42111.0,41600.0,41746.21,4283.512
2022-02-17 18:00:00,41746.21,41868.83,40750.02,41201.62,6741.9142
2022-02-17 20:00:00,41204.22,41204.22,40073.21,40666.82,6378.42732
2022-02-17 22:00:00,40666.82,40761.06,40422.94,40515.7,2331.97874
2022-02-18 00:00:00,40515.71,40950.0,40300.0,40784.37,3637.5897
2022-02-18 02:00:00,40784.36,40886.26,40574.02,40691.98,1662.82829
2022-02-18 04:00:00,40691.97,40777.77,40493.31,40625.63,1691.4178
2022-02-18 06:00:00,40625.62,40780.64,40560.01,40665.81,1772.70246
2022-02-18 08:00:00,40665.81,40959.88,40654.11,40873.0,2198.24341
2022-02-18 10:00:00,40872.99,40877.21,40101.01,40178.94,3764.51353
2022-02-18 12:00:00,40178.95,40558.0,40082.09,40387.81,4559.29269
2022-02-18 14:00:00,40387.8,40799.0,39616.72,39832.03,11171.19531
2022-02-18 16:00:00,39832.02,40438.27,39450.0,40022.97,7115.48387
2022-02-18 18:00:00,40022.97,40340.0,39790.0,40216.8,2622.60686
2022-02-18 20:00:00,40216.79,40286.09,39900.0,39971.04,2014.10579
2022-02-18 22:00:00,39971.05,40082.39,39711.31,39974.44,1635.9427
2022-02-19 00:00:00,39974.45,40307.22,39915.89,40151.39,1710.12395
2022-02-19 02:00:00,40151.38,40227.14,40061.07,40125.12,874.40535
2022-02-19 04:00:00,40125.13,40285.79,40060.88,40237.75,1062.7252
2022-02-19 06:00:00,40237.76,40444.32,40208.67,40263.71,1216.94892
2022-02-19 08:00:00,40263.7,40301.11,39869.39,39926.26,1586.6878
2022-02-19 10:00:00,39926.26,40032.7,39648.6,39842.54,2677.63865
2022-02-19 12:00:00,39842.53,40076.94,39639.03,40017.88,2386.12772
2022-02-19 14:00:00,40017.88,40017.88,39771.31,39969.93,1537.06812
2022-02-19 16:00:00,39969.92,40345.62,39850.0,40142.43,2202.84281
2022-02-19 18:00:00,40142.43,40203.88,39904.44,39974.66,1038.153
2022-02-19 20:00:00,39974.66,40107.17,39800.0,39921.63,1005.12355
2022-02-19 22:00:00,39921.63,40140.0,39874.06,40079.17,744.21003
2022-02-20 00:00:00,40079.17,40125.44,39824.54,39997.17,1079.59317
2022-02-20 02:00:00,39997.17,40019.74,39700.0,39794.59,1251.26213
2022-02-20 04:00:00,39794.59,39843.59,39285.3,39349.91,3241.31819
2022-02-20 06:00:00,39349.91,39443.27,38581.1,38796.64,6197.18457
2022-02-20 08:00:00,38796.63,38836.18,38000.0,38185.42,6763.38412
2022-02-20 10:00:00,38185.43,38378.27,38122.93,38343.99,2552.11727
2022-02-20 12:00:00,38343.99,38616.0,38180.0,38204.92,2528.96425
2022-02-20 14:00:00,38204.92,38415.49,38022.0,38335.04,2096.00504
2022-02-20 16:00:00,38337.2,38507.31,38205.0,38279.31,1691.94866
2022-02-20 18:00:00,38279.31,38456.0,38180.1,38397.22,1091.71626
2022-02-20 20:00:00,38397.22,38400.98,38048.49,38240.07,1700.83957
2022-02-20 22:00:00,38240.08,38979.12,38235.53,38386.89,3244.95688
2022-02-21 00:00:00,38386.89,39388.0,38182.98,39135.57,4396.32508
2022-02-21 02:00:00,39135.57,39250.0,38800.57,38919.25,2085.05443
2022-02-21 04:00:00,38919.25,39494.35,38909.26,39228.67,2265.543
2022-02-21 06:00:00,39228.66,39320.69,39073.48,39294.07,1914.25133
2022-02-21 08:00:00,39294.06,39362.15,38873.72,38923.52,2614.18621
2022-02-21 10:00:00,38923.51,38981.5,37348.49,37577.33,7744.38247
2022-02-21 12:00:00,37576.1,37786.22,37213.63,37562.74,6983.1449
2022-02-21 14:00:00,37562.74,39283.07,37481.27,38827.94,10020.71467
2022-02-21 16:00:00,38827.93,39141.41,38478.3,38527.65,3578.38444
2022-02-21 18:00:00,38527.66,38655.73,37500.0,38135.21,8694.42102
2022-02-21 20:00:00,38135.2,38448.27,36912.08,37058.51,4760.09008
2022-02-21 22:00:00,37058.51,37779.54,36800.0,37008.16,7291.18733
2022-02-22 00:00:00,37008.16,37468.35,36810.0,37243.25,5135.25295
2022-02-22 02:00:00,37243.26,37243.26,36350.0,36591.06,6045.53114
2022-02-22 04:00:00,36591.06,37250.23,36550.47,36740.76,4395.11605
2022-02-22 06:00:00,36740.75,37010.0,36515.87,36771.66,4127.94532
2022-02-22 08:00:00,36771.65,37319.17,36756.53,37135.03,3550.08714
2022-02-22 10:00:00,37135.03,37865.0,37085.05,37519.48,5017.32581
2022-02-22 12:00:00,37519.47,37981.27,37274.38,37836.84,3810.06515
2022-02-22 14:00:00,37836.84,38298.48,37414.52,37759.9,7354.04598
2022-02-22 16:00:00,37759.9,37878.93,37380.0,37640.97,4731.48576
2022-02-22 18:00:00,37640.96,38169.08,37551.74,38065.32,4605.94462
2022-02-22 20:00:00,38065.32,38280.0,37775.36,37875.2,2901.23286
2022-02-22 22:00:00,37875.2,38429.0,37755.01,38230.33,2111.91311
2022-02-23 00:00:00,38230.33,38354.56,37938.07,38062.5,2313.7179
2022-02-23 02:00:00,38062.5,38206.97,37528.33,37750.67,2727.36477
2022-02-23 04:00:00,37750.66,38123.81,37712.93,37976.11,2203.56755
2022-02-23 06:00:00,37976.1,38213.11,37912.64,38151.17,2488.90663
2022-02-23 08:00:00,38151.16,38990.0,38081.12,38876.9,5715.26706
2022-02-23 10:00:00,38876.89,39125.47,38734.64,38782.91,3226.68568
2022-02-23 12:00:00,38782.91,39249.93,38749.36,38960.24,3321.13994
2022-02-23 14:00:00,38960.25,38990.99,38450.0,38512.51,4941.23867
2022-02-23 16:00:00,38512.51,38780.0,38005.24,38084.48,4779.83885
2022-02-23 18:00:00,38084.48,38109.88,37536.0,37615.81,4741.24799
2022-02-23 20:00:00,37615.81,37796.36,37381.92,37513.07,3146.93652
2022-02-23 22:00:00,37513.07,37720.03,37036.79,37250.01,3954.82044
2022-02-24 00:00:00,37250.02,37427.81,36638.0,36949.63,4583.514
2022-02-24 02:00:00,36949.63,37019.63,34720.53,34936.89,17082.56203
2022-02-24 04:00:00,34936.9,35277.54,34322.28,34680.85,14939.12561
2022-02-24 06:00:00,34683.58,35515.83,34379.04,35312.05,11126.51224
2022-02-24 08:00:00,35312.04,35885.0,35180.98,35345.54,9847.18756
2022-02-24 10:00:00,35345.53,35598.0,34818.09,35442.22,9616.42715
2022-02-24 12:00:00,35442.23,35699.53,35035.0,35475.7,6343.34628
2022-02-24 14:00:00,35475.7,36100.0,35177.96,35919.96,11741.58172
2022-02-24 16:00:00,35919.96,36310.52,35721.96,35831.85,6898.96367
2022-02-24 18:00:00,35831.86,37366.36,35800.0,37300.0,9914.32686
2022-02-24 20:00:00,37300.0,39843.0,37286.02,38395.64,14699.31535
2022-02-24 22:00:00,38395.63,38481.8,37748.94,38327.21,3683.43211
2022-02-25 00:00:00,38328.68,38932.97,38138.54,38562.39,4359.00593
2022-02-25 02:00:00,38562.38,39030.01,38473.78,38923.36,4070.24355
2022-02-25 04:00:00,38923.37,38942.46,38291.61,38453.38,2688.05817
2022-02-25 06:00:00,38453.38,38817.83,38368.97,38466.24,5062.7186
2022-02-25 08:00:00,38466.25,38758.0,38014.37,38674.22,5735.78232
2022-02-25 10:00:00,38674.22,38876.91,38341.57,38745.01,4468.43645
2022-02-25 12:00:00,38745.0,39683.53,38739.07,39359.98,7905.94258
2022-02-25 14:00:00,39359.99,39568.46,38700.0,39410.92,8009.98983
2022-02-25 16:00:00,39415.46,39588.82,38872.7,38974.42,4315.96323
2022-02-25 18:00:00,38974.41,39041.21,38537.91,38676.14,4131.08499
2022-02-25 20:00:00,38676.13,39242.42,38601.0,38962.27,2571.11634
2022-02-25 22:00:00,38962.28,39600.0,38853.62,39219.17,3256.22926
2022-02-26 00:00:00,39219.16,40348.45,39076.14,39704.81,5264.18022
2022-02-26 02:00:00,39704.82,39725.0,39252.0,39390.33,1969.7443
2022-02-26 04:00:00,39390.33,39468.73,38955.82,39021.48,1934.36871
2022-02-26 06:00:00,39021.49,39218.13,38910.11,39200.0,1961.9042
2022-02-26 08:00:00,39200.0,39546.0,38573.18,38790.93,3759.38364
2022-02-26 10:00:00,38790.93,39173.99,38759.77,38928.21,2028.2661
2022-02-26 12:00:00,38928.22,39241.51,38772.15,39088.2,2108.54742
2022-02-26 14:00:00,39088.2,39378.6,38943.18,39215.66,2495.32764
2022-02-26 16:00:00,39215.66,39320.36,39036.73,39248.58,1655.96939
2022-02-26 18:00:00,39248.58,39440.0,38823.08,39254.12,2202.93863
2022-02-26 20:00:00,39254.12,39700.0,39213.2,39433.79,1974.26742
2022-02-26 22:00:00,39433.79,39467.04,38911.0,39116.72,2006.35913
2022-02-27 00:00:00,39116.73,39256.58,38217.01,38240.04,3877.60641
2022-02-27 02:00:00,38240.04,38685.08,38189.19,38606.81,1840.97291
2022-02-27 04:00:00,38606.8,38755.0,38458.8,38584.32,1429.92287
2022-02-27 06:00:00,38584.31,38875.99,38576.6,38790.93,1374.78524
2022-02-27 08:00:00,38790.92,39134.11,38621.57,39082.01,2397.98222
2022-02-27 10:00:00,39082.01,39548.17,38974.21,39479.8,3317.79662
2022-02-27 12:00:00,39479.8,39855.7,38565.14,39058.97,6413.54782
2022-02-27 14:00:00,39058.98,39430.0,38660.0,39357.03,4461.34596
2022-02-27 16:00:00,39357.03,39450.94,38930.32,38969.71,1910.33357
2022-02-27 18:00:00,38969.7,39157.14,37500.0,37606.49,6019.07742
2022-02-27 20:00:00,37604.4,38299.39,37000.0,37417.76,8640.72624
2022-02-27 22:00:00,37417.75,37957.87,37330.23,37699.07,4545.34991
2022-02-28 00:00:00,37699.08,38483.53,37450.17,37970.85,4235.15079
2022-02-28 02:00:00,37970.86,38102.58,37559.38,37793.8,2575.82956
2022-02-28 04:00:00,37793.8,38044.91,37731.41,37829.44,2089.99333
2022-02-28 06:00:00,37829.44,38478.28,37451.56,38347.58,4353.4716
2022-02-28 08:00:00,38347.58,38672.96,38100.53,38105.83,3489.09627
2022-02-28 10:00:00,38105.83,38484.84,38088.71,38333.65,2466.66652
2022-02-28 12:00:00,38333.65,38646.21,37934.89,38002.5,4311.15821
2022-02-28 14:00:00,38002.49,40898.0,38001.05,40824.96,17533.6982
2022-02-28 16:00:00,40824.96,41426.12,40693.18,41425.8,10157.5107
2022-02-28 18:00:00,41425.8,41463.41,41009.28,41329.44,4656.64183
2022-02-28 20:00:00,41329.44,41950.0,41248.41,41644.99,5168.49524
2022-02-28 22:00:00,41645.0,44225.84,41628.99,43160.0,12907.92633
2022-03-01 00:00:00,43160.0,43750.0,43155.68,43259.9,5785.99598
2022-03-01 02:00:00,43259.89,43292.6,42855.2,43147.71,4119.0697
2022-03-01 04:00:00,43147.71,43400.0,43073.67,43210.25,2572.90616
2022-03-01 06:00:00,43210.26,43562.35,43040.15,43492.96,3100.21768
2022-03-01 08:00:00,43492.96,43716.69,43138.16,43258.34,4319.87108
2022-03-01 10:00:00,43258.33,43887.0,42809.98,43609.96,5639.53553
2022-03-01 12:00:00,43609.96,44949.0,43574.9,44416.04,12111.4167
2022-03-01 14:00:00,44416.05,44664.19,43350.0,43643.69,8947.47554
2022-03-01 16:00:00,43643.69,44078.65,43111.46,43643.84,5729.6003
2022-03-01 18:00:00,43643.85,44063.22,43420.77,43719.49,3055.9447
2022-03-01 20:00:00,43719.49,44400.1,43684.16,43882.75,3776.6834
2022-03-01 22:00:00,43882.76,44506.65,43758.33,44421.2,2584.38196
2022-03-02 00:00:00,44421.2,44750.0,43819.97,44027.69,5240.33647
2022-03-02 02:00:00,44027.69,44554.21,43847.35,44324.65,3875.38206
2022-03-02 04:00:00,44324.64,44534.79,44075.36,44269.18,3572.07664
2022-03-02 06:00:00,44269.18,44375.61,43653.63,43973.09,3612.33361
2022-03-02 08:00:00,43973.09,44295.39,43738.27,43907.5,4335.06299
2022-03-02 10:00:00,43907.5,44341.25,43854.55,44103.28,2817.81694
2022-03-02 12:00:00,44103.29,44350.0,43334.09,43525.3,5443.65879
2022-03-02 14:00:00,43525.29,45400.0,43496.53,44126.52,15915.94343
2022-03-02 16:00:00,44126.51,44498.02,43715.99,43750.18,4879.62062
2022-03-02 18:00:00,43750.19,43934.4,43433.0,43704.42,3597.50219
2022-03-02 20:00:00,43704.41,44099.82,43681.3,44068.55,2159.98725
2022-03-02 22:00:00,44068.55,44380.0,43851.72,43892.98,2332.92982
2022-03-03 00:00:00,43892.99,44063.15,43663.5,43825.88,2468.2716
2022-03-03 02:00:00,43825.87,43843.25,43193.52,43305.77,4880.31177
2022-03-03 04:00:00,43305.76,43505.61,43249.83,43316.87,2027.87246
2022-03-03 06:00:00,43316.87,43696.83,42915.06,43477.05,3632.8802
2022-03-03 08:00:00,43477.04,43621.22,43095.93,43151.97,2680.71565
2022-03-03 10:00:00,43151.98,43599.0,43064.46,43382.23,3136.69493
2022-03-03 12:00:00,43382.23,44014.22,43307.47,43987.36,4511.005
2022-03-03 14:00:00,43987.36,44101.12,42348.56,42547.34,10964.0944
2022-03-03 16:00:00,42547.34,42750.0,42055.64,42398.35,7126.7301
2022-03-03 18:00:00,42398.34,42524.3,42100.0,42226.74,2889.58441
2022-03-03 20:00:00,42226.74,42271.8,41832.28,42092.25,4057.43929
2022-03-03 22:00:00,42093.5,42703.65,42077.74,42454.0,2565.0104
2022-03-04 00:00:00,42454.0,42527.3,41069.91,41510.57,8012.41716
2022-03-04 02:00:00,41510.58,41548.2,41215.32,41449.94,2445.64786
2022-03-04 04:00:00,41449.93,41449.94,41100.0,41374.45,2804.12543
2022-03-04 06:00:00,41374.45,41499.48,41264.1,41436.98,2615.96466
2022-03-04 08:00:00,41436.98,41846.61,40863.01,41522.29,6700.02685
2022-03-04 10:00:00,41522.29,41904.88,41467.86,41662.07,2826.54671
2022-03-04 12:00:00,41662.06,41833.0,41244.37,41315.76,4141.57128
2022-03-04 14:00:00,41315.75,41536.7,40550.04,40694.32,9547.4501
2022-03-04 16:00:00,40694.32,40958.66,40414.24,40840.53,5153.96764
2022-03-04 18:00:00,40840.53,40926.39,39665.72,39782.13,5359.65129
2022-03-04 20:00:00,39782.13,39879.48,39061.53,39394.46,6450.87858
2022-03-04 22:00:00,39392.83,39473.07,38550.0,39148.66,5906.43742
2022-03-05 00:00:00,39148.65,39197.94,38564.04,38987.24,5093.57087
2022-03-05 02:00:00,38987.25,39119.12,38827.77,39050.62,2082.16248
2022-03-05 04:00:00,39050.61,39100.81,38407.59,39007.05,2886.06382
2022-03-05 06:00:00,39007.06,39140.51,38936.61,39016.73,2132.74154
2022-03-05 08:00:00,39016.74,39200.0,38948.91,39036.75,2192.91567
2022-03-05 10:00:00,39036.75,39294.47,38784.69,39129.59,2960.25681
2022-03-05 12:00:00,39129.58,39371.15,38889.75,39008.04,2758.46099
2022-03-05 14:00:00,39008.04,39189.77,38924.83,39160.01,1628.62817
2022-03-05 16:00:00,39160.0,39613.24,39122.33,39430.0,3954.55744
2022-03-05 18:00:00,39430.0,39459.24,39256.84,39433.71,1413.62718
2022-03-05 20:00:00,39433.71,39583.66,39345.12,39371.89,1809.35675
2022-03-05 22:00:00,39371.9,39479.01,39281.23,39397.96,1450.79169
2022-03-06 00:00:00,39397.97,39693.87,39345.82,39446.94,1696.4698
2022-03-06 02:00:00,39446.94,39550.0,39275.0,39300.54,1454.29751
2022-03-06 04:00:00,39300.53,39656.89,38814.73,39486.44,3860.42661
2022-03-06 06:00:00,39486.44,39606.96,39264.13,39387.57,1674.66556
2022-03-06 08:00:00,39387.56,39387.57,38623.93,38678.3,3751.69271
2022-03-06 10:00:00,38678.3,38728.6,38088.57,38352.48,6177.10417
2022-03-06 12:00:00,38352.48,39056.16,38296.12,38878.04,4444.01972
2022-03-06 14:00:00,38878.05,38961.51,38618.92,38862.61,2627.57668
2022-03-06 16:00:00,38862.62,39368.4,38733.37,39004.28,3463.55288
2022-03-06 18:00:00,39004.28,39135.3,38518.56,38670.66,2402.11021
2022-03-06 20:00:00,38670.65,39273.79,38628.78,39020.11,3392.7604
2022-03-06 22:00:00,39020.12,39200.0,38127.0,38420.81,4732.58533
2022-03-07 00:00:00,38420.8,38555.85,38005.0,38324.69,4624.00624
2022-03-07 02:00:00,38324.68,38372.21,37578.03,37869.45,6346.355
2022-03-07 04:00:00,37869.46,38247.48,37760.08,38024.18,2724.07017
2022-03-07 06:00:00,38024.19,38214.16,37787.42,37895.24,2813.20571
2022-03-07 08:00:00,37895.24,38394.21,37649.46,38152.18,4041.96104
2022-03-07 10:00:00,38152.19,38399.54,37970.73,38337.05,3166.85635
2022-03-07 12:00:00,38337.05,39183.49,38337.05,39025.77,6008.56495
2022-03-07 14:00:00,39025.78,39285.0,38631.0,39071.48,6933.05711
2022-03-07 16:00:00,39071.49,39547.57,38526.6,38601.7,6944.97619
2022-03-07 18:00:00,38601.7,38601.71,37192.78,37308.94,9190.37537
2022-03-07 20:00:00,37308.94,38267.56,37155.0,37836.35,6439.7983
2022-03-07 22:00:00,37836.35,38517.82,37788.58,37988.0,4760.88916
2022-03-08 00:00:00,37988.01,38492.9,37867.65,38268.96,4560.92346
2022-03-08 02:00:00,38268.97,38972.08,38141.55,38695.87,3697.37201
2022-03-08 04:00:00,38696.56,38831.7,38230.0,38351.8,2634.51495
2022-03-08 06:00:00,38351.81,38758.88,38001.0,38547.79,4968.30179
2022-03-08 08:00:00,38547.79,39120.0,38460.28,38985.67,4918.06008
2022-03-08 10:00:00,38985.67,39186.58,38710.08,38983.05,3654.38329
2022-03-08 12:00:00,38983.05,39226.99,38614.56,38877.0,5051.86194
2022-03-08 14:00:00,38876.99,39176.51,38307.07,38658.34,8063.98684
2022-03-08 16:00:00,38658.34,39159.0,38139.84,39071.93,7539.99437
2022-03-08 18:00:00,39071.94,39362.08,38465.44,38764.88,6396.82839
2022-03-08 20:00:00,38764.87,38897.68,38388.73,38494.34,2814.1044
2022-03-08 22:00:00,38494.34,38780.49,38472.61,38730.63,1282.73486
2022-03-09 00:00:00,38730.63,39308.75,38656.45,39215.42,3523.45183
2022-03-09 02:00:00,39215.42,41448.84,39132.36,41217.73,11523.34552
2022-03-09 04:00:00,41217.73,41884.0,41217.72,41515.86,8594.50481
2022-03-09 06:00:00,41515.86,41812.33,41422.47,41791.1,3934.63843
2022-03-09 08:00:00,41791.1,42438.81,41626.28,42009.91,7415.18021
2022-03-09 10:00:00,42007.62,42400.0,41955.41,42151.66,4808.17172
2022-03-09 12:00:00,42151.65,42545.45,41626.86,41869.16,6789.59918
2022-03-09 14:00:00,41869.16,42594.06,41850.0,42520.99,6954.53427
2022-03-09 16:00:00,42520.99,42558.96,42103.08,42320.15,3762.34958
2022-03-09 18:00:00,42320.15,42327.82,41773.19,42204.65,4769.08267
2022-03-09 20:00:00,42204.65,42320.0,41683.06,41876.77,3217.68716
2022-03-09 22:00:00,41876.77,42141.24,41738.86,41941.71,2100.04261
2022-03-10 00:00:00,41941.7,42039.63,40815.76,40930.71,6885.7567
2022-03-10 02:00:00,40930.7,41066.13,40545.08,40768.51,6355.87989
2022-03-10 04:00:00,40768.5,40834.93,38848.48,39209.53,12919.51788
2022-03-10 06:00:00,39212.19,39424.0,39047.85,39238.9,4369.32744
2022-03-10 08:00:00,39238.9,39317.32,38782.14,39151.03,5585.70405
2022-03-10 10:00:00,39151.03,39245.92,38942.55,39076.38,3086.44295
